dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,abook,36,15,17,4,41.67,44.85,1614.58,-100.64
scanner,intraday,25,6,3,16,24.0,34.68,867.04,-99.88
scanner,momentum,31,13,18,0,41.94,25.73,797.59,-100.36
scanner,short,19,7,12,0,36.84,10.59,201.26,-100.0
gap_tier,(none),36,15,17,4,41.67,44.85,1614.58,-100.64
gap_tier,IN_BAND,39,13,17,9,33.33,21.49,838.18,-100.05
gap_tier,EXTREME,8,5,2,1,62.5,88.58,708.65,-99.85
gap_tier,PARABOLIC,12,5,6,1,41.67,32.28,387.36,-100.36
gap_tier,STRETCHED,16,3,8,5,18.75,-4.27,-68.3,-100.22
regime,FAVORABLE,110,40,50,20,36.36,29.82,3280.6,-100.64
regime,FAVOR,1,1,0,0,100.0,199.87,199.87,199.87
stop_method,FIXED,86,35,47,4,40.7,30.39,2613.43,-100.64
stop_method,PM low,11,3,1,7,27.27,45.38,499.17,-99.84
stop_method,fixed-%-fallback,1,1,0,0,100.0,199.89,199.89,199.89
stop_method,PM high,13,2,2,9,15.38,12.92,167.98,-99.88
side,LONG,78,31,36,11,39.74,37.32,2911.34,-100.64
side,SHORT,33,10,14,9,30.3,17.25,569.13,-100.0
setup,MOO,36,15,17,4,41.67,44.85,1614.58,-100.64
setup,MOO_GENESIS,31,13,18,0,41.94,25.73,797.59,-100.36
setup,HOLDING-LONG,11,3,1,7,27.27,45.38,499.17,-99.84
setup,FAILED-GAP-SHORT,11,3,1,7,27.27,42.78,470.63,-99.88
setup,SHORT_GENESIS_9_33,19,7,12,0,36.84,10.59,201.26,-100.0
setup,ORB-SHORT,1,0,0,1,0.0,0.11,0.11,0.11
setup,ORB-SHORT|FAILED-GAP-SHORT,2,0,1,1,0.0,-51.44,-102.87,-99.78
conviction_band,(none),111,41,50,20,36.94,31.36,3480.47,-100.64
