ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,stop_adjusted,checked_at,scan_date
SKYQ,Long,T3-LONG_WATCH,91,BREAKOUT,6.36,5.0,9.08,5.89,6.1,5.0,1920463094.0,-7.39,STOPPED,-1.0,False,2026-04-08_0806,2026-04-08_0608
GNLN,Long,T2-LONG,100,PULLBACK,2.59,2.57,2.92,2.68,2.69,2.56,50905.0,3.47,STOPPED,-1.0,True,2026-04-08_0806,2026-04-08_0608
PFSA,Long,T1-STRONG_LONG,100,BREAKOUT,1.77,0.7699,3.7702,1.254,1.33,1.03,1186239418.0,-29.15,LOSING,-0.52,False,2026-04-08_0806,2026-04-08_0608
FCUV,Long,T2-LONG,100,BREAKOUT,6.77,3.34,13.63,3.36,4.0,3.36,2085916667.0,-50.37,LOSING,-0.99,False,2026-04-08_0806,2026-04-08_0608
WBUY,Long,T1-STRONG_LONG,100,BREAKOUT,1.16,0.9397,1.6006,1.09,1.12,1.07,98504.0,-6.03,LOSING,-0.32,False,2026-04-08_0806,2026-04-08_0608
AIB,Long,T3-LONG_WATCH,61,PULLBACK,1.485,1.4801,1.6517,1.6811,1.74,1.59,0.0,13.21,NO_FILL,0.0,True,2026-04-08_0806,2026-04-08_0608
BTBD,Long,T1-STRONG_LONG,100,PULLBACK,1.83,1.8203,1.96,1.845,1.9382,1.8027,22585634.0,0.82,STOPPED,-1.0,True,2026-04-08_0806,2026-04-08_0608
DEFT,Long,T1-STRONG_LONG,100,BREAKOUT,0.815,0.7354,0.9742,0.7704,0.9,0.7702,4909648.0,-5.47,LOSING,-0.56,False,2026-04-08_0806,2026-04-08_0608
PRFX,Long,T2-LONG,100,PULLBACK,2.06,2.025,2.27,2.38,2.48,2.12,582.0,15.53,NO_FILL,0.0,True,2026-04-08_0806,2026-04-08_0608
HUIZ,Long,T1-STRONG_LONG,100,PULLBACK,1.4347,1.39,1.66,1.45,1.52,1.33,862.0,1.07,STOPPED,-1.0,True,2026-04-08_0806,2026-04-08_0608
SRXH,Long,T1-STRONG_LONG,89,PULLBACK,0.1469,0.1445,0.298,0.1393,0.16,0.135,2104070492.0,-5.17,STOPPED,-1.0,True,2026-04-08_0806,2026-04-08_0608
RDGT,Long,T1-STRONG_LONG,100,BREAKOUT,4.6648,2.7149,8.5646,4.05,0.0,0.0,0.0,-13.18,PRE_DOWN,-0.32,False,2026-04-08_0806,2026-04-08_0608
CETX,Long,T1-STRONG_LONG,100,BREAKOUT,1.56,0.7957,3.0886,1.0133,1.18,0.9523,1060285830.0,-35.04,LOSING,-0.72,False,2026-04-08_0806,2026-04-08_0608
HCAI,Long,T1-STRONG_LONG,100,BREAKOUT,0.3881,0.1579,0.8485,0.3636,0.4,0.3095,0.0,-6.31,LOSING,-0.11,False,2026-04-08_0806,2026-04-08_0608
LNAI,Long,T1-STRONG_LONG,100,PULLBACK,0.3803,0.2879,1.13,0.3709,0.407,0.3422,0.0,-2.47,LOSING,-0.1,False,2026-04-08_0806,2026-04-08_0608
SILO,Long,T2-LONG,100,BREAKOUT,0.543,0.3635,0.902,0.41,0.482,0.3962,0.0,-24.49,LOSING,-0.74,False,2026-04-08_0806,2026-04-08_0608
